1,1965,1
2,1965,2
3,1965,3
4,1965,4
5,1965,5
6,1965,6
7,1965,7
8,1965,8
9,1965,9
10,1965,10
11,1965,11
12,1965,12
13,1965,13
14,1965,14
15,1965,15
16,1965,16
17,1965,17
18,1965,18
19,1965,19
20,1965,20
21,1965,21
22,1965,22
23,1965,23
24,1965,24
25,1965,25
26,1965,26
27,1965,27
28,1965,28
29,1965,29
30,1965,30
31,1965,31
32,1965,32
33,1965,33
34,1965,34
35,1965,35
36,1965,36
37,1965,37
38,1965,38
39,1965,39
40,1965,40
41,1965,41
42,1965,42
43,1965,43
44,1965,44
45,1965,45
46,1965,46
47,1965,47
48,1965,48
49,1965,49
50,1965,50
51,1965,51
52,1965,52
53,1965,53
54,1965,54
55,1965,55
56,1965,56
57,1965,57
58,1965,58
59,1965,59
60,1965,60
61,1965,61
62,1965,62
63,1965,63
64,1965,64
65,1965,65
66,1965,66
67,1965,67
68,1965,68
69,1965,69
70,1965,70
71,1965,71
72,1965,72
73,1965,73
74,1965,74
75,1965,75
76,1965,76
77,1965,77
78,1965,78
79,1965,79
80,1965,80
81,1965,81
82,1965,82
83,1965,83
84,1965,84
85,1965,85
86,1965,86
87,1965,87
88,1965,88
89,1965,89
90,1965,90
91,1965,91
92,1965,92
93,1965,93
94,1965,94
95,1965,95
96,1965,96
97,1965,97
98,1965,98
99,1965,99
100,1965,100
101,1966,1
102,1966,2
103,1966,3
104,1966,4
105,1966,5
106,1966,6
107,1966,7
108,1966,8
109,1966,9
110,1966,10
111,1966,11
112,1966,12
113,1966,13
114,1966,14
115,1966,15
116,1966,16
117,1966,17
118,1966,18
119,1966,19
120,1966,20
121,1966,21
122,1966,22
123,1966,23
124,1966,24
125,1966,25
126,1966,26
127,1966,27
128,1966,28
129,1966,29
130,1966,30
131,1966,31
132,1966,32
133,1966,33
134,1966,34
135,1966,35
136,1966,36
137,1966,37
138,1966,38
139,1966,39
140,1966,40
141,1966,41
142,1966,42
143,1966,43
144,1966,44
145,1966,45
146,1966,46
147,1966,47
148,1966,48
149,1966,49
150,1966,50
151,1966,51
152,1966,52
153,1966,53
154,1966,54
155,1966,55
156,1966,56
157,1966,57
158,1966,58
159,1966,59
160,1966,60
161,1966,61
162,1966,62
163,1966,63
164,1966,64
165,1966,65
166,1966,66
167,1966,67
168,1966,68
169,1966,69
170,1966,70
171,1966,71
172,1966,72
173,1966,73
174,1966,74
175,1966,75
176,1966,76
177,1966,77
178,1966,78
179,1966,79
180,1966,80
181,1966,81
182,1966,82
183,1966,83
184,1966,84
185,1966,85
186,1966,86
187,1966,87
188,1966,88
189,1966,89
190,1966,90
191,1966,91
192,1966,92
193,1966,93
194,1966,94
195,1966,95
196,1966,96
197,1966,97
198,1966,98
199,1966,99
200,1966,100
201,1967,1
202,1967,2
203,1967,3
204,1967,4
205,1967,5
206,1967,6
207,1967,7
208,1967,8
209,1967,9
210,1967,10
211,1967,11
212,1967,12
213,1967,13
214,1967,14
215,1967,15
216,1967,16
217,1967,17
218,1967,18
219,1967,19
220,1967,20
221,1967,21
222,1967,22
223,1967,23
224,1967,24
225,1967,25
226,1967,26
227,1967,27
228,1967,28
229,1967,29
230,1967,30
231,1967,31
232,1967,32
233,1967,33
234,1967,34
235,1967,35
236,1967,36
237,1967,37
238,1967,38
239,1967,39
240,1967,40
241,1967,41
242,1967,42
243,1967,43
244,1967,44
245,1967,45
246,1967,46
247,1967,47
248,1967,48
249,1967,49
250,1967,50
251,1967,51
252,1967,52
253,1967,53
254,1967,54
255,1967,55
256,1967,56
257,1967,57
258,1967,58
259,1967,59
260,1967,60
261,1967,61
262,1967,62
263,1967,63
264,1967,64
265,1967,65
266,1967,66
267,1967,67
268,1967,68
269,1967,69
270,1967,70
271,1967,71
272,1967,72
273,1967,73
274,1967,74
275,1967,75
276,1967,76
277,1967,77
278,1967,78
279,1967,79
280,1967,80
281,1967,81
282,1967,82
283,1967,83
284,1967,84
285,1967,85
286,1967,86
287,1967,87
288,1967,88
289,1967,89
290,1967,90
291,1967,91
292,1967,92
293,1967,93
294,1967,94
295,1967,95
296,1967,96
297,1967,97
298,1967,98
299,1967,99
300,1967,100
301,1968,1
302,1968,2
303,1968,3
304,1968,4
305,1968,5
306,1968,6
307,1968,7
308,1968,8
309,1968,9
310,1968,10
311,1968,11
312,1968,12
313,1968,13
314,1968,14
315,1968,15
316,1968,16
317,1968,17
318,1968,18
319,1968,19
320,1968,20
321,1968,21
322,1968,22
323,1968,23
324,1968,24
325,1968,25
326,1968,26
327,1968,27
328,1968,28
329,1968,29
330,1968,30
331,1968,31
332,1968,32
333,1968,33
334,1968,34
335,1968,35
336,1968,36
337,1968,37
338,1968,38
339,1968,39
340,1968,40
341,1968,41
342,1968,42
343,1968,43
344,1968,44
345,1968,45
346,1968,46
347,1968,47
348,1968,48
349,1968,49
350,1968,50
351,1968,51
352,1968,52
353,1968,53
354,1968,54
355,1968,55
356,1968,56
357,1968,57
358,1968,58
359,1968,59
360,1968,60
361,1968,61
362,1968,62
363,1968,63
364,1968,64
365,1968,65
366,1968,66
367,1968,67
368,1968,68
369,1968,69
370,1968,70
371,1968,71
372,1968,72
373,1968,73
374,1968,74
375,1968,75
376,1968,76
377,1968,77
378,1968,78
379,1968,79
380,1968,80
381,1968,81
382,1968,82
383,1968,83
384,1968,84
385,1968,85
386,1968,86
387,1968,87
388,1968,88
389,1968,89
390,1968,90
391,1968,91
392,1968,92
393,1968,93
394,1968,94
395,1968,95
396,1968,96
397,1968,97
398,1968,98
399,1968,99
400,1968,100
401,1969,1
402,1969,2
403,1969,3
404,1969,4
405,1969,5
406,1969,6
407,1969,7
408,1969,8
409,1969,9
410,1969,10
411,1969,11
412,1969,12
413,1969,13
414,1969,14
415,1969,15
416,1969,16
417,1969,17
418,1969,18
419,1969,19
420,1969,20
421,1969,21
422,1969,22
423,1969,23
424,1969,24
425,1969,25
426,1969,26
427,1969,27
428,1969,28
429,1969,29
430,1969,30
431,1969,31
432,1969,32
433,1969,33
434,1969,34
435,1969,35
436,1969,36
437,1969,37
438,1969,38
439,1969,39
440,1969,40
441,1969,41
442,1969,42
443,1969,43
444,1969,44
445,1969,45
446,1969,46
447,1969,47
448,1969,48
449,1969,49
450,1969,50
451,1969,51
452,1969,52
453,1969,53
454,1969,54
455,1969,55
456,1969,56
457,1969,57
458,1969,58
459,1969,59
460,1969,60
461,1969,61
462,1969,62
463,1969,63
464,1969,64
465,1969,65
466,1969,66
467,1969,67
468,1969,68
469,1969,69
470,1969,70
471,1969,71
472,1969,72
