1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
8,19
19,20
5,21
8,22
20,23
21,24
22,25
23,26
24,27
25,28
26,29
27,30
7,31
28,32
29,33
30,34
31,35
6,36
19,37
32,38
33,39
34,40
35,41
36,42
37,43
5,44
38,45
8,46
39,47
40,48
11,49
41,50
42,51
43,52
44,53
45,54
7,55
46,56
47,57
48,58
17,59
49,60
17,61
49,62
50,63
25,64
51,65
52,66
8,67
53,68
40,69
54,70
55,71
16,72
56,73
57,74
58,75
59,76
60,77
61,78
62,79
45,80
63,81
58,82
2,83
64,84
65,85
66,86
46,87
3,88
67,89
68,90
69,91
70,92
61,93
71,94
72,95
73,96
74,97
75,98
76,99
48,100
77,101
78,102
5,103
79,104
80,105
81,106
82,107
19,108
38,109
82,110
83,111
84,112
85,113
86,114
87,115
7,116
88,117
89,118
90,119
91,120
3,121
6,122
92,123
93,124
94,125
95,126
96,127
7,128
97,129
19,130
1,131
98,132
11,133
99,134
100,135
101,136
102,137
103,138
104,139
105,140
67,141
106,142
107,143
107,144
108,145
109,146
110,147
10,148
111,149
112,150
113,151
114,152
38,153
113,154
58,155
113,156
67,157
115,158
116,159
68,160
11,161
3,162
117,163
118,164
10,165
119,166
94,167
120,168
121,169
62,170
122,171
123,172
124,173
125,174
126,175
127,176
128,177
129,178
11,179
130,180
19,181
35,182
131,183
132,184
133,185
58,186
56,187
134,188
135,189
7,190
8,191
136,192
17,193
137,194
138,195
7,196
94,197
139,198
40,199
132,200
140,201
141,202
142,203
78,204
81,205
143,206
144,207
56,208
88,209
145,210
146,211
90,212
147,213
116,214
148,215
149,216
150,217
151,218
152,219
78,220
153,221
154,222
155,223
3,224
156,225
19,226
157,227
158,228
19,229
7,230
159,231
160,232
161,233
162,234
163,235
53,236
97,237
164,238
149,239
165,240
19,241
108,242
166,243
128,244
167,245
168,246
169,247
170,248
171,249
8,250
149,251
6,252
172,253
88,254
7,255
10,256
20,257
173,258
147,259
81,260
174,261
82,262
88,263
108,264
175,265
176,266
177,267
178,268
179,269
180,270
181,271
182,272
132,273
81,274
147,275
183,276
29,277
56,278
184,279
114,280
161,281
2,282
16,283
185,284
186,285
126,286
160,287
102,288
167,289
187,290
188,291
189,292
190,293
81,294
38,295
90,296
25,297
191,298
6,299
126,300
7,301
192,302
63,303
193,304
194,305
195,306
196,307
197,308
113,309
198,310
199,311
200,312
90,313
143,314
201,315
141,316
169,317
202,318
180,319
203,320
204,321
10,322
205,323
134,324
206,325
207,326
19,327
208,328
209,329
210,330
211,331
212,332
213,333
201,334
194,335
214,336
215,337
216,338
217,339
93,340
218,341
128,342
219,343
220,344
221,345
147,346
222,347
213,348
223,349
3,350
224,351
225,352
226,353
91,354
227,355
228,356
160,357
29,358
229,359
7,360
95,361
211,362
230,363
231,364
232,365
25,366
233,367
234,368
214,369
66,370
171,371
235,372
201,373
236,374
116,375
237,376
238,377
7,378
201,379
56,380
195,381
160,382
239,383
240,384
61,385
241,386
242,387
128,388
113,389
29,390
243,391
244,392
147,393
147,394
245,395
246,396
247,397
248,398
249,399
249,400
250,401
169,402
10,403
3,404
203,405
107,406
203,407
25,408
239,409
90,410
251,411
90,412
171,413
48,414
252,415
253,416
254,417
9,418
247,419
255,420
256,421
126,422
257,423
247,424
258,425
259,426
260,427
261,428
254,429
236,430
247,431
116,432
251,433
262,434
9,435
263,436
61,437
249,438
57,439
169,440
264,441
265,442
257,443
266,444
260,445
50,446
267,447
180,448
143,449
268,450
269,451
35,452
95,453
207,454
270,455
21,456
10,457
271,458
272,459
92,460
273,461
274,462
182,463
128,464
275,465
276,466
213,467
29,468
277,469
278,470
279,471
48,472
280,473
281,474
282,475
283,476
284,477
285,478
286,479
56,480
287,481
231,482
7,483
201,484
7,485
288,486
289,487
48,488
290,489
182,490
129,491
291,492
292,493
25,494
94,495
266,496
293,497
141,498
110,499
141,500
113,501
294,502
266,503
110,504
277,505
295,506
296,507
297,508
7,509
298,510
251,511
273,512
299,513
300,514
296,515
296,516
126,517
301,518
203,519
302,520
303,521
304,522
305,523
10,524
306,525
307,526
308,527
296,528
264,529
309,530
116,531
310,532
311,533
312,534
220,535
247,536
313,537
285,538
314,539
315,540
7,541
316,542
317,543
318,544
319,545
108,546
320,547
321,548
113,549
322,550
274,551
49,552
323,553
324,554
297,555
264,556
322,557
79,558
325,559
326,560
325,561
327,562
254,563
328,564
294,565
329,566
