42,1,NA
42,2,NA
56,3,NA
56,4,Gold
146,5,NA
146,5,NA
146,5,NA
146,5,NA
146,5,NA
146,5,NA
217,6,NA
217,6,NA
217,6,NA
217,6,NA
217,6,NA
217,6,NA
217,6,NA
217,6,NA
217,7,NA
217,7,NA
217,7,NA
217,7,NA
217,7,NA
217,7,NA
217,7,NA
217,7,NA
146,8,NA
146,8,NA
69,9,NA
69,10,NA
69,11,NA
69,12,NA
69,13,NA
69,13,NA
69,14,NA
69,15,NA
69,15,NA
69,15,Bronze
69,15,Bronze
69,15,NA
69,16,Bronze
69,17,Bronze
69,17,Gold
69,17,NA
69,17,Gold
69,17,NA
69,17,NA
69,17,NA
69,17,Gold
69,17,NA
69,17,Bronze
69,17,NA
69,17,NA
69,17,NA
69,17,NA
69,17,NA
69,17,NA
69,18,NA
69,19,NA
151,20,NA
151,20,Gold
151,20,Bronze
151,20,NA
151,20,Silver
151,20,Bronze
151,20,NA
151,20,NA
151,20,Silver
151,20,NA
151,20,NA
151,20,NA
151,20,NA
151,20,NA
151,20,Gold
151,20,NA
151,20,NA
151,20,Gold
151,20,NA
151,20,Gold
151,21,Gold
170,22,NA
151,23,NA
151,23,NA
151,24,NA
151,24,NA
151,24,NA
151,25,Silver
151,26,NA
146,27,NA
151,28,NA
151,28,NA
146,29,Bronze
146,30,Silver
146,30,NA
65,31,NA
151,32,NA
69,33,NA
69,33,NA
70,34,NA
151,35,NA
146,36,NA
146,36,NA
146,36,NA
146,36,NA
146,36,NA
151,37,Bronze
151,38,Silver
151,39,NA
151,39,NA
151,39,NA
151,40,Bronze
151,40,NA
151,40,NA
151,40,Gold
151,40,NA
151,40,NA
151,41,NA
151,42,Gold
151,43,NA
65,44,NA
65,44,NA
65,44,NA
65,44,NA
65,44,NA
151,45,NA
151,46,NA
151,46,NA
151,46,NA
151,46,NA
151,46,NA
151,47,NA
151,47,NA
151,47,NA
151,47,NA
126,48,NA
65,49,NA
65,49,NA
65,50,NA
65,50,NA
64,51,NA
64,51,NA
64,51,NA
64,51,NA
64,51,NA
64,51,NA
70,52,NA
61,53,NA
95,54,NA
64,55,NA
70,56,NA
70,56,Gold
33,57,NA
33,58,NA
33,58,NA
33,59,NA
33,59,NA
33,60,NA
33,61,NA
101,62,Bronze
64,63,Bronze
40,64,NA
15,65,Bronze
190,66,NA
172,67,Silver
172,67,NA
9,68,NA
9,68,NA
64,69,NA
53,70,NA
53,71,NA
53,71,NA
26,72,NA
26,72,Gold
70,73,Gold
70,73,Gold
70,73,Silver
9,74,NA
82,75,NA
44,76,Gold
44,77,NA
208,78,NA
41,79,NA
64,80,Gold
82,81,NA
131,82,NA
41,83,NA
217,84,Silver
64,85,NA
64,85,Gold
64,85,NA
64,86,NA
64,86,Bronze
215,87,NA
215,88,NA
41,89,NA
172,90,Silver
172,90,NA
101,91,NA
101,92,NA
70,93,NA
70,93,Gold
41,94,NA
82,95,NA
145,96,NA
145,97,NA
131,98,NA
131,98,NA
131,98,NA
91,99,Silver
91,100,NA
91,100,Bronze
149,101,NA
61,102,NA
61,102,NA
101,103,Bronze
40,104,NA
4,105,NA
4,105,NA
101,106,Gold
101,106,Gold
101,106,Gold
101,107,Gold
101,107,Gold
101,107,Silver
101,107,NA
101,108,NA
101,108,Gold
101,108,Gold
101,108,Silver
113,109,NA
113,109,NA
113,109,NA
31,110,NA
155,111,NA
97,112,NA
97,113,NA
113,114,NA
155,115,NA
211,116,NA
61,116,NA
120,117,NA
120,117,NA
61,118,NA
61,119,NA
97,120,NA
155,121,NA
167,122,NA
155,123,NA
155,123,NA
155,123,NA
61,124,NA
127,125,NA
95,126,NA
155,127,NA
155,127,NA
