1,1,42
2,2,42
3,3,56
4,4,56
5,5,146
5,5,146
6,5,146
6,5,146
7,5,146
7,5,146
6,6,217
6,6,217
6,6,217
6,6,217
7,6,217
7,6,217
7,6,217
7,6,217
6,7,217
6,7,217
6,7,217
6,7,217
7,7,217
7,7,217
7,7,217
7,7,217
8,8,146
8,8,146
9,9,69
10,10,69
11,11,69
12,12,69
13,13,69
12,13,69
7,14,69
14,15,69
14,15,69
3,15,69
3,15,69
15,15,69
16,16,69
17,17,69
17,17,69
17,17,69
17,17,69
17,17,69
17,17,69
17,17,69
17,17,69
10,17,69
10,17,69
10,17,69
10,17,69
10,17,69
10,17,69
10,17,69
10,17,69
12,18,69
17,19,69
6,20,151
6,20,151
6,20,151
6,20,151
7,20,151
7,20,151
7,20,151
7,20,151
7,20,151
18,20,151
18,20,151
18,20,151
18,20,151
9,20,151
9,20,151
9,20,151
9,20,151
9,20,151
19,20,151
19,20,151
20,21,151
21,22,170
12,23,151
22,23,151
23,24,151
23,24,151
24,24,151
3,25,151
25,26,151
26,27,146
27,28,151
28,28,151
29,29,146
13,30,146
12,30,146
30,31,65
14,32,151
1,33,69
13,33,69
2,34,70
18,35,151
13,36,146
13,36,146
13,36,146
12,36,146
12,36,146
13,37,151
3,38,151
14,39,151
14,39,151
14,39,151
31,40,151
32,40,151
32,40,151
23,40,151
23,40,151
23,40,151
3,41,151
14,42,151
1,43,151
18,44,65
18,44,65
9,44,65
9,44,65
9,44,65
30,45,151
30,46,151
17,46,151
10,46,151
33,46,151
34,46,151
3,47,151
3,47,151
15,47,151
35,47,151
2,48,126
22,49,65
20,49,65
1,50,65
13,50,65
21,51,64
21,51,64
21,51,64
21,51,64
21,51,64
21,51,64
36,52,70
12,53,61
17,54,95
21,55,64
33,56,70
33,56,70
29,57,33
15,58,33
15,58,33
33,59,33
34,59,33
34,60,33
34,61,33
21,62,101
20,63,64
1,64,40
21,65,15
28,66,190
20,67,172
2,67,172
12,68,9
12,68,9
20,69,64
12,70,53
1,71,53
1,71,53
22,72,26
20,72,26
20,73,70
2,73,70
21,73,70
2,74,9
22,75,82
12,76,44
27,77,44
13,78,208
15,79,41
13,80,64
22,81,82
12,82,131
1,83,41
22,84,217
36,85,64
37,85,64
26,85,64
37,86,64
26,86,64
38,87,215
37,88,215
26,89,41
22,90,172
22,90,172
2,91,101
20,92,101
22,93,70
20,93,70
26,94,41
22,95,82
22,96,145
36,97,145
27,98,131
27,98,131
27,98,131
1,99,91
30,100,91
30,100,91
28,101,149
3,102,61
35,102,61
30,103,101
28,104,40
2,105,4
21,105,4
29,106,101
13,106,101
12,106,101
26,107,101
29,107,101
1,107,101
13,107,101
37,108,101
26,108,101
29,108,101
1,108,101
36,109,113
36,109,113
37,109,113
21,110,31
13,111,155
38,112,97
22,113,97
37,114,113
1,115,155
34,116,211
38,116,61
29,117,120
29,117,120
12,118,61
10,119,61
22,120,97
39,121,155
22,122,167
12,123,155
22,123,155
2,123,155
10,124,61
26,125,127
16,126,95
22,127,155
20,127,155
2,127,155
2,128,95
20,129,15
20,130,15
12,131,15
2,132,101
4,133,80
12,134,101
21,135,146
12,136,101
24,137,101
40,137,101
21,138,97
41,139,82
13,140,37
12,140,37
21,141,96
21,141,96
35,142,217
20,143,13
